line,order_id,video_name,camera_id,init_box,init_time,ai_tracker_picker_found,ai_tracker_last_bbox,ai_tracker_last_time,ai_tracker_stalls,agent_last_bbox,agent_last_time,agent_stalls
43,10264218,Videos/20240117/10264218/ai/C6_S20240117081549000_E20240117081649000.mp4,6,"{""x"": 197.0, ""y"": 48.0, ""height"": 74.0, ""width"": 54.0}",2024-01-17 08:15:54+00:00,FALSE,,,,"{""x"": 196.0, ""y"": 35.0, ""height"": 61.0, ""width"": 45.0}",2024-01-17 08:16:49+00:00,[]
44,10264218,Videos/20240117/10264218/ai/C6_S20240117081644000_E20240117081744000.mp4,6,"{""x"": 196.0, ""y"": 35.0, ""height"": 61.0, ""width"": 45.0}",2024-01-17 08:16:49+00:00,FALSE,,,,"{""x"": 239.0, ""y"": 343.0, ""height"": 17.0, ""width"": 17.0}",2024-01-17 08:17:20.200000+00:00,[]
45,10265567,Videos/20240117/10265567/ai/C26_S20240117084235100_E20240117084335100.mp4,26,"{""x"": 335.0, ""y"": 171.0, ""height"": 26.0, ""width"": 0.0}",2024-01-17 08:42:40.100000+00:00,TRUE,"{""x"": 237.2855987548828, ""y"": 9.828603744506836, ""height"": 26.653732299804688, ""width"": 52.582366943359375}",2024-01-17 08:42:54.900000+00:00,"[{""time"": ""2024-01-17 08:42:46.700000+00:00"", ""center"": {""x"": 318.86992279052737, ""y"": 21.984469537734984}}]","{""x"": 319.0, ""y"": 77.0, ""height"": 11.0, ""width"": 12.0}",2024-01-17 08:42:42.500000+00:00,[]
46,10265567,Videos/20240117/10265567/ai/C24_S20240117084237500_E20240117084337500.mp4,24,"{""x"": 282.0, ""y"": 271.0, ""height"": 15.0, ""width"": 28.0}",2024-01-17 08:42:42.500000+00:00,TRUE,"{""x"": 299.21807861328125, ""y"": 36.17135238647461, ""height"": 46.952789306640625, ""width"": 94.59820556640625}",2024-01-17 08:42:42.500000+00:00,[],"{""x"": 89.0, ""y"": 157.0, ""height"": 60.0, ""width"": 51.0}",2024-01-17 08:42:57.200000+00:00,"[{""time"": ""2024-01-17 08:42:48+00:00"", ""center"": {""x"": 352.984, ""y"": 66.911}}, {""time"": ""2024-01-17 08:42:48+00:00"", ""center"": {""x"": 352.042, ""y"": 60.785}}]"
47,10265413,Videos/20240117/10265413/ai/C24_S20240117081843100_E20240117081943100.mp4,24,"{""x"": 417.0, ""y"": 220.0, ""height"": 23.0, ""width"": 11.0}",2024-01-17 08:18:48.100000+00:00,TRUE,"{""x"": 355.8701171875, ""y"": 49.422664642333984, ""height"": 23.971466064453125, ""width"": 46.37992477416992}",2024-01-17 08:18:48.200000+00:00,[],"{""x"": 147.0, ""y"": 156.0, ""height"": 35.0, ""width"": 30.0}",2024-01-17 08:19:26.700000+00:00,"[{""time"": ""2024-01-17 08:18:56.400000+00:00"", ""center"": {""x"": 293.207, ""y"": 34.709}}, {""time"": ""2024-01-17 08:18:56.400000+00:00"", ""center"": {""x"": 295.457, ""y"": 31.709}}, {""time"": ""2024-01-17 08:18:56.400000+00:00"", ""center"": {""x"": 301.957, ""y"": 30.459}}, {""time"": ""2024-01-17 08:19:16.400000+00:00"", ""center"": {""x"": 300.998, ""y"": 47.459}}, {""time"": ""2024-01-17 08:19:16.400000+00:00"", ""center"": {""x"": 303.165, ""y"": 44.126}}]"
48,10264218,Videos/20240117/10264218/ai/C26_S20240117081715200_E20240117081815200.mp4,26,"{""x"": 319.0, ""y"": 170.0, ""height"": 57.0, ""width"": 1.0}",2024-01-17 08:17:20.200000+00:00,TRUE,"{""x"": 233.82518005371094, ""y"": 22.718700408935547, ""height"": 20.588668823242188, ""width"": 28.73257827758789}",2024-01-17 08:17:23.800000+00:00,[],"{""x"": 315.0, ""y"": 84.0, ""height"": 20.0, ""width"": 18.0}",2024-01-17 08:17:21.300000+00:00,[]
49,10265567,Videos/20240117/10265567/ai/C8_S20240117084252200_E20240117084352200.mp4,8,"{""x"": 91.0, ""y"": 56.0, ""height"": 46.0, ""width"": 23.0}",2024-01-17 08:42:57.200000+00:00,TRUE,"{""x"": 127.66719818115234, ""y"": 326.00396728515625, ""height"": 38.595680236816406, ""width"": 33.99603271484375}",2024-01-17 08:43:10.200000+00:00,"[{""time"": ""2024-01-17 08:42:59.800000+00:00"", ""center"": {""x"": 126.55531188964844, ""y"": 122.53441436767578}}]","{""x"": 188.0, ""y"": 348.0, ""height"": 20.0, ""width"": 12.0}",2024-01-17 08:43:11.300000+00:00,"[{""time"": ""2024-01-17 08:43:01.400000+00:00"", ""center"": {""x"": 115.001, ""y"": 125.535}}]"
50,10264218,Videos/20240117/10264218/ai/C24_S20240117081716300_E20240117081816300.mp4,24,"{""x"": 274.0, ""y"": 287.0, ""height"": 30.0, ""width"": 49.0}",2024-01-17 08:17:21.300000+00:00,TRUE,"{""x"": 401.3778381347656, ""y"": 97.59387969970703, ""height"": 36.459259033203125, ""width"": 45.966209411621094}",2024-01-17 08:17:20.800000+00:00,[],"{""x"": 176.0, ""y"": 111.0, ""height"": 52.0, ""width"": 36.0}",2024-01-17 08:17:51.200000+00:00,"[{""time"": ""2024-01-17 08:17:35.700000+00:00"", ""center"": {""x"": 287.3, ""y"": 62.241}}]"
51,10265567,Videos/20240117/10265567/ai/C9_S20240117084306300_E20240117084406300.mp4,9,"{""x"": 203.0, ""y"": 34.0, ""height"": 20.0, ""width"": 12.0}",2024-01-17 08:43:11.300000+00:00,TRUE,"{""x"": 137.7482147216797, ""y"": 326.5345764160156, ""height"": 46.01686096191406, ""width"": 32.63507080078125}",2024-01-17 08:43:16.500000+00:00,[],"{""x"": 235.0, ""y"": 347.0, ""height"": 12.0, ""width"": 11.0}",2024-01-17 08:43:18.100000+00:00,[]
52,10265567,Videos/20240117/10265567/ai/C10_S20240117084313100_E20240117084413100.mp4,10,"{""x"": 255.0, ""y"": 42.0, ""height"": 14.0, ""width"": 12.0}",2024-01-17 08:43:18.100000+00:00,TRUE,"{""x"": 173.09805297851562, ""y"": 328.3955078125, ""height"": 51.079193115234375, ""width"": 31.6044921875}",2024-01-17 08:43:22.700000+00:00,[],"{""x"": 176.0, ""y"": 350.0, ""height"": 14.0, ""width"": 9.0}",2024-01-17 08:43:23.800000+00:00,[]
53,10265567,Videos/20240117/10265567/ai/C11_S20240117084318800_E20240117084418800.mp4,11,"{""x"": 202.0, ""y"": 71.0, ""height"": 9.0, ""width"": 8.0}",2024-01-17 08:43:23.800000+00:00,TRUE,"{""x"": 240.1177978515625, ""y"": 318.6551208496094, ""height"": 44.753662109375, ""width"": 41.344879150390625}",2024-01-17 08:43:28.500000+00:00,[],"{""x"": 281.0, ""y"": 339.0, ""height"": 33.0, ""width"": 21.0}",2024-01-17 08:43:29.700000+00:00,[]
54,10264218,Videos/20240117/10264218/ai/C8_S20240117081746200_E20240117081846200.mp4,8,"{""x"": 147.0, ""y"": 31.0, ""height"": 43.0, ""width"": 20.0}",2024-01-17 08:17:51.200000+00:00,TRUE,"{""x"": 136.8140106201172, ""y"": 337.2430114746094, ""height"": 26.656768798828125, ""width"": 22.5208740234375}",2024-01-17 08:18:40.900000+00:00,"[{""time"": ""2024-01-17 08:17:55.500000+00:00"", ""center"": {""x"": 112.89933494567872, ""y"": 160.17043258666993}}, {""time"": ""2024-01-17 08:18:10.100000+00:00"", ""center"": {""x"": 151.99155197143554, ""y"": 245.1552476501465}}]","{""x"": 112.0, ""y"": 338.0, ""height"": 35.0, ""width"": 21.0}",2024-01-17 08:18:35.600000+00:00,"[{""time"": ""2024-01-17 08:17:57.900000+00:00"", ""center"": {""x"": 110.224, ""y"": 164.871}}, {""time"": ""2024-01-17 08:18:19.700000+00:00"", ""center"": {""x"": 113.807, ""y"": 271.871}}]"
55,10265413,Videos/20240117/10265413/ai/C8_S20240117081921700_E20240117082021700.mp4,8,"{""x"": 130.0, ""y"": 55.0, ""height"": 28.0, ""width"": 14.0}",2024-01-17 08:19:26.700000+00:00,TRUE,"{""x"": 110.50306701660156, ""y"": 334.7365417480469, ""height"": 36.69618225097656, ""width"": 25.06866455078125}",2024-01-17 08:20:15.700000+00:00,"[{""time"": ""2024-01-17 08:19:52.600000+00:00"", ""center"": {""x"": 122.70145080566407, ""y"": 237.33917434692384}}, {""time"": ""2024-01-17 08:20:06.400000+00:00"", ""center"": {""x"": 137.27311302185058, ""y"": 348.1236364746094}}]","{""x"": 148.0, ""y"": 340.0, ""height"": 16.0, ""width"": 20.0}",2024-01-17 08:20:08.200000+00:00,"[{""time"": ""2024-01-17 08:19:33.300000+00:00"", ""center"": {""x"": 90.565, ""y"": 85.355}}, {""time"": ""2024-01-17 08:19:33.300000+00:00"", ""center"": {""x"": 94.898, ""y"": 79.521}}, {""time"": ""2024-01-17 08:19:44.300000+00:00"", ""center"": {""x"": 89.732, ""y"": 152.855}}, {""time"": ""2024-01-17 08:19:56+00:00"", ""center"": {""x"": 93.232, ""y"": 228.481}}, {""time"": ""2024-01-17 08:20:01.100000+00:00"", ""center"": {""x"": 96.107, ""y"": 266.606}}, {""time"": ""2024-01-17 08:20:01.100000+00:00"", ""center"": {""x"": 95.857, ""y"": 264.481}}]"
56,10265567,Videos/20240117/10265567/ai/C12_S20240117084324700_E20240117084424700.mp4,12,"{""x"": 301.0, ""y"": 39.0, ""height"": 47.0, ""width"": 23.0}",2024-01-17 08:43:29.700000+00:00,TRUE,"{""x"": 336.279052734375, ""y"": 318.79742431640625, ""height"": 43.61236572265625, ""width"": 41.20257568359375}",2024-01-17 08:43:33.900000+00:00,[],"{""x"": 474.0, ""y"": 349.0, ""height"": 15.0, ""width"": 10.0}",2024-01-17 08:43:41.300000+00:00,[]
57,10265567,Videos/20240117/10265567/ai/C13_S20240117084336300_E20240117084436300.mp4,13,"{""x"": 381.0, ""y"": 0.0, ""height"": 13.0, ""width"": 6.0}",2024-01-17 08:43:41.300000+00:00,FALSE,,,,"{""x"": 613.0, ""y"": 64.0, ""height"": 17.0, ""width"": 13.0}",2024-01-17 08:43:40.300000+00:00,[]
58,10264218,Videos/20240117/10264218/ai/C9_S20240117081830600_E20240117081930600.mp4,9,"{""x"": 121.0, ""y"": 23.0, ""height"": 41.0, ""width"": 21.0}",2024-01-17 08:18:35.600000+00:00,TRUE,"{""x"": 118.64820861816406, ""y"": 330.77972412109375, ""height"": 33.160980224609375, ""width"": 29.142425537109375}",2024-01-17 08:18:46.900000+00:00,"[{""time"": ""2024-01-17 08:18:36.200000+00:00"", ""center"": {""x"": 128.8313346862793, ""y"": 70.01826431274414}}]","{""x"": 240.0, ""y"": 340.0, ""height"": 20.0, ""width"": 20.0}",2024-01-17 08:18:48.200000+00:00,"[{""time"": ""2024-01-17 08:18:37.400000+00:00"", ""center"": {""x"": 103.623, ""y"": 69.1}}]"
59,10265567,Videos/20240117/10265567/ai/C17_S20240117084335300_E20240117084435300.mp4,17,"{""x"": 170.0, ""y"": 166.0, ""height"": 14.0, ""width"": 4.0}",2024-01-17 08:43:40.300000+00:00,TRUE,"{""x"": 336.1771545410156, ""y"": 0.9833132028579712, ""height"": 10.827850341796875, ""width"": 24.528894424438477}",2024-01-17 08:44:35.200000+00:00,"[{""time"": ""2024-01-17 08:43:46.600000+00:00"", ""center"": {""x"": 433.5847067260742, ""y"": 139.1466259765625}}, {""time"": ""2024-01-17 08:44:11.800000+00:00"", ""center"": {""x"": 298.3126379394531, ""y"": 83.08858993530274}}, {""time"": ""2024-01-17 08:44:29.500000+00:00"", ""center"": {""x"": 338.47026489257814, ""y"": 18.375459592342377}}]","{""x"": 371.0, ""y"": 173.0, ""height"": 15.0, ""width"": 19.0}",2024-01-17 08:43:46.700000+00:00,[]
60,10264218,Videos/20240117/10264218/ai/C10_S20240117081843200_E20240117081943200.mp4,10,"{""x"": 260.0, ""y"": 34.0, ""height"": 24.0, ""width"": 23.0}",2024-01-17 08:18:48.200000+00:00,TRUE,"{""x"": 113.96162414550781, ""y"": 334.6141357421875, ""height"": 30.747451782226562, ""width"": 25.3858642578125}",2024-01-17 08:19:18.800000+00:00,"[{""time"": ""2024-01-17 08:18:52.800000+00:00"", ""center"": {""x"": 133.28678504943846, ""y"": 339.56889068603516}}]","{""x"": 163.0, ""y"": 344.0, ""height"": 15.0, ""width"": 11.0}",2024-01-17 08:19:18.500000+00:00,"[{""time"": ""2024-01-17 08:19:03.900000+00:00"", ""center"": {""x"": 106.398, ""y"": 258.735}}]"
61,10265567,Videos/20240117/10265567/ai/C18_S20240117084341700_E20240117084441700.mp4,18,"{""x"": 402.0, ""y"": 200.0, ""height"": 16.0, ""width"": 33.0}",2024-01-17 08:43:46.700000+00:00,TRUE,"{""x"": 452.7125244140625, ""y"": 0.0, ""height"": 40.56231689453125, ""width"": 34.245277404785156}",2024-01-17 08:44:06.600000+00:00,"[{""time"": ""2024-01-17 08:43:52.500000+00:00"", ""center"": {""x"": 515.0904513549805, ""y"": 88.71969806671143}}]","{""x"": 390.0, ""y"": 4.0, ""height"": 8.0, ""width"": 5.0}",2024-01-17 08:44:08.400000+00:00,"[{""time"": ""2024-01-17 08:44:01.500000+00:00"", ""center"": {""x"": 546.327, ""y"": 83.641}}, {""time"": ""2024-01-17 08:44:01.500000+00:00"", ""center"": {""x"": 550.327, ""y"": 76.391}}, {""time"": ""2024-01-17 08:44:01.500000+00:00"", ""center"": {""x"": 553.577, ""y"": 74.391}}]"
62,10264218,Videos/20240117/10264218/ai/C11_S20240117081913500_E20240117082013500.mp4,11,"{""x"": 194.0, ""y"": 66.0, ""height"": 10.0, ""width"": 10.0}",2024-01-17 08:19:18.500000+00:00,TRUE,"{""x"": 148.8937225341797, ""y"": 28.809810638427734, ""height"": 48.0977783203125, ""width"": 49.970645904541016}",2024-01-17 08:20:12.200000+00:00,"[{""time"": ""2024-01-17 08:19:25.300000+00:00"", ""center"": {""x"": 130.54545974731445, ""y"": 346.82582092285156}}]","{""x"": 82.0, ""y"": 346.0, ""height"": 23.0, ""width"": 14.0}",2024-01-17 08:19:26.200000+00:00,[]
63,10265413,Videos/20240117/10265413/ai/C9_S20240117082003200_E20240117082103200.mp4,9,"{""x"": 161.0, ""y"": 26.0, ""height"": 18.0, ""width"": 20.0}",2024-01-17 08:20:08.200000+00:00,TRUE,"{""x"": 140.53089904785156, ""y"": 340.5185546875, ""height"": 34.11863708496094, ""width"": 19.4814453125}",2024-01-17 08:21:03.100000+00:00,"[{""time"": ""2024-01-17 08:20:27.700000+00:00"", ""center"": {""x"": 107.96914825439453, ""y"": 142.61401512145997}}, {""time"": ""2024-01-17 08:20:47.600000+00:00"", ""center"": {""x"": 133.4160270690918, ""y"": 350.8427734375}}]","{""x"": 84.0, ""y"": 353.0, ""height"": 12.0, ""width"": 7.0}",2024-01-17 08:20:59+00:00,"[{""time"": ""2024-01-17 08:20:14.300000+00:00"", ""center"": {""x"": 93.145, ""y"": 71.177}}, {""time"": ""2024-01-17 08:20:31.800000+00:00"", ""center"": {""x"": 64.978, ""y"": 137.761}}, {""time"": ""2024-01-17 08:20:31.800000+00:00"", ""center"": {""x"": 66.145, ""y"": 133.928}}, {""time"": ""2024-01-17 08:20:31.800000+00:00"", ""center"": {""x"": 68.145, ""y"": 130.928}}, {""time"": ""2024-01-17 08:20:41.300000+00:00"", ""center"": {""x"": 81.062, ""y"": 209.262}}, {""time"": ""2024-01-17 08:20:53.700000+00:00"", ""center"": {""x"": 87.645, ""y"": 288.512}}, {""time"": ""2024-01-17 08:20:53.700000+00:00"", ""center"": {""x"": 87.145, ""y"": 285.012}}]"
64,10265567,Videos/20240117/10265567/ai/C19_S20240117084403400_E20240117084503400.mp4,19,"{""x"": 396.0, ""y"": 305.0, ""height"": 13.0, ""width"": 8.0}",2024-01-17 08:44:08.400000+00:00,TRUE,"{""x"": 337.643310546875, ""y"": 0.0, ""height"": 39.138580322265625, ""width"": 38.89541244506836}",2024-01-17 08:44:28+00:00,"[{""time"": ""2024-01-17 08:44:16.500000+00:00"", ""center"": {""x"": 296.01207061767576, ""y"": 262.20446212768553}}]","{""x"": 390.0, ""y"": 4.0, ""height"": 19.0, ""width"": 15.0}",2024-01-17 08:44:28.700000+00:00,"[{""time"": ""2024-01-17 08:44:19.400000+00:00"", ""center"": {""x"": 253.086, ""y"": 275.882}}]"
65,10264218,Videos/20240117/10264218/ai/C12_S20240117081921200_E20240117082021200.mp4,12,"{""x"": 142.0, ""y"": 28.0, ""height"": 13.0, ""width"": 9.0}",2024-01-17 08:19:26.200000+00:00,TRUE,"{""x"": 143.9467315673828, ""y"": 295.7926330566406, ""height"": 37.04290771484375, ""width"": 30.967041015625}",2024-01-17 08:20:21.100000+00:00,"[{""time"": ""2024-01-17 08:19:25.900000+00:00"", ""center"": {""x"": 131.46359634399414, ""y"": 50.0666946220398}}, {""time"": ""2024-01-17 08:19:42.400000+00:00"", ""center"": {""x"": 225.53807083129882, ""y"": 162.62456619262696}}, {""time"": ""2024-01-17 08:19:50.900000+00:00"", ""center"": {""x"": 144.2371255493164, ""y"": 169.14410049438476}}, {""time"": ""2024-01-17 08:19:59.700000+00:00"", ""center"": {""x"": 162.6447773742676, ""y"": 180.28756134033202}}]","{""x"": 190.0, ""y"": 297.0, ""height"": 33.0, ""width"": 32.0}",2024-01-17 08:20:21.200000+00:00,"[{""time"": ""2024-01-17 08:19:29+00:00"", ""center"": {""x"": 118.6, ""y"": 40.028}}, {""time"": ""2024-01-17 08:19:53.200000+00:00"", ""center"": {""x"": 140.683, ""y"": 165.112}}, {""time"": ""2024-01-17 08:20:13.500000+00:00"", ""center"": {""x"": 92.767, ""y"": 197.445}}]"
66,10265567,Videos/20240117/10265567/ai/C20_S20240117084423700_E20240117084523700.mp4,20,"{""x"": 403.0, ""y"": 247.0, ""height"": 44.0, ""width"": 24.0}",2024-01-17 08:44:28.700000+00:00,TRUE,"{""x"": 391.363525390625, ""y"": 0.0, ""height"": 38.6878662109375, ""width"": 37.83053970336914}",2024-01-17 08:44:32.700000+00:00,[],"{""x"": 506.0, ""y"": 0.0, ""height"": 18.0, ""width"": 9.0}",2024-01-17 08:44:34.400000+00:00,[]
67,10265567,Videos/20240117/10265567/ai/C21_S20240117084429400_E20240117084529400.mp4,21,"{""x"": 366.0, ""y"": 352.0, ""height"": 3.0, ""width"": 2.0}",2024-01-17 08:44:34.400000+00:00,TRUE,"{""x"": 424.2821350097656, ""y"": 0.0, ""height"": 41.5751953125, ""width"": 39.13374710083008}",2024-01-17 08:44:39.500000+00:00,[],"{""x"": 469.0, ""y"": 10.0, ""height"": 19.0, ""width"": 12.0}",2024-01-17 08:44:40.100000+00:00,[]
68,10265567,Videos/20240117/10265567/ai/C22_S20240117084435100_E20240117084535100.mp4,22,"{""x"": 421.0, ""y"": 338.0, ""height"": 14.0, ""width"": 8.0}",2024-01-17 08:44:40.100000+00:00,TRUE,"{""x"": 425.68341064453125, ""y"": 0.0, ""height"": 41.371490478515625, ""width"": 19.665855407714844}",2024-01-17 08:44:44.400000+00:00,[],"{""x"": 480.0, ""y"": 12.0, ""height"": 16.0, ""width"": 14.0}",2024-01-17 08:44:45.214000+00:00,[]
69,10265567,Videos/20240117/10265567/ai/C23_S20240117084440214_E20240117084540214.mp4,23,"{""x"": 454.0, ""y"": 313.0, ""height"": 12.0, ""width"": 12.0}",2024-01-17 08:44:45.214000+00:00,TRUE,"{""x"": 429.7691650390625, ""y"": 0.0, ""height"": 37.831756591796875, ""width"": 37.368473052978516}",2024-01-17 08:44:51.214000+00:00,[],"{""x"": 464.0, ""y"": 5.0, ""height"": 25.0, ""width"": 24.0}",2024-01-17 08:44:51.914000+00:00,[]
70,10264218,Videos/20240117/10264218/ai/C12_S20240117082016200_E20240117082116200.mp4,12,"{""x"": 190.0, ""y"": 297.0, ""height"": 33.0, ""width"": 32.0}",2024-01-17 08:20:21.200000+00:00,TRUE,"{""x"": 101.08903503417969, ""y"": 335.45587158203125, ""height"": 32.8831787109375, ""width"": 23.563751220703125}",2024-01-17 08:20:56.800000+00:00,"[{""time"": ""2024-01-17 08:20:35+00:00"", ""center"": {""x"": 179.89670547485352, ""y"": 302.60444122314453}}]","{""x"": 248.0, ""y"": 345.0, ""height"": 22.0, ""width"": 15.0}",2024-01-17 08:21:01+00:00,"[{""time"": ""2024-01-17 08:20:31.500000+00:00"", ""center"": {""x"": 88.727, ""y"": 270.158}}, {""time"": ""2024-01-17 08:20:48.400000+00:00"", ""center"": {""x"": 93.602, ""y"": 328.074}}, {""time"": ""2024-01-17 08:20:48.400000+00:00"", ""center"": {""x"": 98.269, ""y"": 324.241}}, {""time"": ""2024-01-17 08:20:54+00:00"", ""center"": {""x"": 100.935, ""y"": 331.408}}]"
71,10265567,Videos/20240117/10265567/ai/C7_S20240117084446914_E20240117084546914.mp4,7,"{""x"": 302.0, ""y"": 38.0, ""height"": 48.0, ""width"": 15.0}",2024-01-17 08:44:51.914000+00:00,TRUE,"{""x"": 482.430908203125, ""y"": 11.854534149169922, ""height"": 21.400054931640625, ""width"": 47.50571060180664}",2024-01-17 08:44:47.914000+00:00,"[{""time"": ""2024-01-17 08:44:56.114000+00:00"", ""center"": {""x"": 336.701467590332, ""y"": 14.918303785324097}}]","{""x"": 319.0, ""y"": 54.0, ""height"": 21.0, ""width"": 18.0}",2024-01-17 08:44:56.114000+00:00,[]
72,10265567,Videos/20240117/10265567/ai/C15_S20240117084451114_E20240117084551114.mp4,15,"{""x"": 317.0, ""y"": 109.0, ""height"": 96.0, ""width"": 164.0}",2024-01-17 08:44:56.114000+00:00,TRUE,"{""x"": 25.26943016052246, ""y"": 136.95021057128906, ""height"": 56.12542724609375, ""width"": 72.49017333984375}",2024-01-17 08:45:49.314000+00:00,"[{""time"": ""2024-01-17 08:44:56.014000+00:00"", ""center"": {""x"": 341.61339569091797, ""y"": 89.77065452575684}}, {""time"": ""2024-01-17 08:45:07.414000+00:00"", ""center"": {""x"": 458.08067199707034, ""y"": 88.95703876495361}}, {""time"": ""2024-01-17 08:45:27.514000+00:00"", ""center"": {""x"": 235.39089584350586, ""y"": 113.85887435913087}}, {""time"": ""2024-01-17 08:45:34.114000+00:00"", ""center"": {""x"": 161.55976921081543, ""y"": 136.81343635559082}}, {""time"": ""2024-01-17 08:45:43.514000+00:00"", ""center"": {""x"": 31.620286947488786, ""y"": 175.7205436706543}}]","{""x"": 21.0, ""y"": 156.0, ""height"": 16.0, ""width"": 22.0}",2024-01-17 08:45:46.914000+00:00,"[{""time"": ""2024-01-17 08:44:59.314000+00:00"", ""center"": {""x"": 351.626, ""y"": 86.837}}, {""time"": ""2024-01-17 08:45:10.314000+00:00"", ""center"": {""x"": 454.876, ""y"": 79.42}}, {""time"": ""2024-01-17 08:45:21.714000+00:00"", ""center"": {""x"": 241.876, ""y"": 96.42}}, {""time"": ""2024-01-17 08:45:31.414000+00:00"", ""center"": {""x"": 250.209, ""y"": 78.753}}, {""time"": ""2024-01-17 08:45:40.514000+00:00"", ""center"": {""x"": 149.876, ""y"": 96.754}}]"
73,10265550,Videos/20240117/10265550/ai/C9_S20240117084933600_E20240117085033600.mp4,9,"{""x"": 142.0, ""y"": 26.0, ""height"": 31.0, ""width"": 14.0}",2024-01-17 08:49:38.600000+00:00,TRUE,"{""x"": 118.92972564697266, ""y"": 320.94146728515625, ""height"": 46.184120178222656, ""width"": 38.787567138671875}",2024-01-17 08:50:09.400000+00:00,"[{""time"": ""2024-01-17 08:49:34.200000+00:00"", ""center"": {""x"": 126.79041885375976, ""y"": 37.54541282653808}}, {""time"": ""2024-01-17 08:49:53.700000+00:00"", ""center"": {""x"": 110.62338180541992, ""y"": 184.34061950683594}}, {""time"": ""2024-01-17 08:50:00.900000+00:00"", ""center"": {""x"": 106.11650840759278, ""y"": 254.32562911987304}}]","{""x"": 78.0, ""y"": 352.0, ""height"": 12.0, ""width"": 7.0}",2024-01-17 08:50:09.500000+00:00,"[{""time"": ""2024-01-17 08:49:41.200000+00:00"", ""center"": {""x"": 108.169, ""y"": 36.401}}, {""time"": ""2024-01-17 08:49:55.300000+00:00"", ""center"": {""x"": 109.169, ""y"": 185.401}}, {""time"": ""2024-01-17 08:50:03.100000+00:00"", ""center"": {""x"": 97.169, ""y"": 257.401}}]"
74,10264218,Videos/20240117/10264218/ai/C13_S20240117082056000_E20240117082156000.mp4,13,"{""x"": 251.0, ""y"": 0.0, ""height"": 24.0, ""width"": 18.0}",2024-01-17 08:21:01+00:00,TRUE,"{""x"": 615.1918334960938, ""y"": 57.13335418701172, ""height"": 24.80816650390625, ""width"": 29.100860595703125}",2024-01-17 08:21:09.400000+00:00,[],"{""x"": 582.0, ""y"": 37.0, ""height"": 22.0, ""width"": 26.0}",2024-01-17 08:21:09.100000+00:00,[]
